寿德坊,1室1厅,49.7平米,298,59960元/平,2020.05.10,南,其他,低楼层(共6层),1993年建板楼
蓝高小区,2室1厅,56.54平米,348,61550元/平,2020.05.10,南,精装,高楼层(共6层),1991年建板楼
人乐小区,2室1厅,51.75平米,162,31305元/平,2020.05.10,南北,简装,高楼层(共6层),1982年建板楼
静安新城十一区,2室1厅,65.91平米,353,53558元/平,2020.05.10,南北,精装,低楼层(共11层),1997年建板楼
冠生园路210号,1室1厅,51.62平米,347,67223元/平,2020.05.10,西东,简装,中楼层(共7层),1995年建板楼
水岸金桥苑,1室2厅,57.31平米,231,40220元/平,2020.05.10,南北,简装,中楼层(共13层),2008年建板楼
广汇花苑,3室2厅,147.02平米,800,54415元/平,2020.05.10,南,精装,低楼层(共27层),1997年建塔楼
金桥新城(一期),2室2厅,96.14平米,545,56689元/平,2020.05.10,西南,精装,中楼层(共11层),2002年建板楼
瑞和华苑,2室2厅,80.02平米,246,30743元/平,2020.05.10,南,其他,低楼层(共14层),2013年建板楼
保利叶之林(一期),4室2厅,147.27平米,685,46514元/平,2020.05.10,南,毛坯,低楼层(共14层),2014年建板楼
新城盛景园,3室2厅,88.7平米,353,39798元/平,2020.05.10,南,精装,高楼层(共11层),2010年建板楼
茉莉雅苑,2室1厅,77.51平米,221,28513元/平,2020.05.10,南,毛坯,中楼层(共14层),2012年建板楼
川沙路5245弄,2室1厅,71.7平米,256,35705元/平,2020.05.10,南,其他,高楼层(共6层),1993年建板楼
